uid,namedLocation,date,eventID,domainID,siteID,plotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,otherTagID,otherTagOrg,samplingProtocolVersion,identificationHistoryID,taxonID,scientificName,genus,family,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
ecb82d83-80ca-44fb-b5c7-849eb13d1bd7,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00511,,,,,NEON.DOC.000987vE,,PRUNU,Prunus sp.,Prunus,Rosaceae,genus,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
8f3813fa-b18f-48d7-9f47-5c65d166558a,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00376,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
f4e77935-a900-463c-aee0-f3b5d4a5acb3,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00414,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
9d875dba-84f6-4d81-b2b5-c5801997ce86,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00429,,,,,NEON.DOC.000987vE,,QUMA3,Quercus marilandica Münchh.,Quercus,Fagaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
b7123acd-af19-4421-a824-7a8c2b3cae4e,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00432,,,,,NEON.DOC.000987vE,,QUMA3,Quercus marilandica Münchh.,Quercus,Fagaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
7aa15b0c-455f-4c3c-8e70-cac4895ad57c,CLBJ_020.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_020,41,6.3,270.3,,NEON.PLA.D11.CLBJ.00513,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,,,mkelley@field-ops.org,mspychala@neoninc.org,
76d0e8b3-0bd4-44cb-ba18-290a78e9b27f,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00997,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
ae3d0d15-917b-4e6b-ac90-0ed0afe4e487,CLBJ_020.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_020,41,6,272.5,,NEON.PLA.D11.CLBJ.00449,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,,,mkelley@field-ops.org,mspychala@neoninc.org,
0337b5de-7cb4-4b26-a0d6-8aaf0c4abd06,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,41,2,261.9,,NEON.PLA.D11.CLBJ.00994,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
969acadc-d9de-40bd-a29e-d7622d6a4aef,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00504,,,,,NEON.DOC.000987vE,,PRUNU,Prunus sp.,Prunus,Rosaceae,genus,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
51af97e1-cb1a-40e8-bab3-1b2250a076e9,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00411,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
2f9f1aec-1d5f-4594-898a-8e900718b41f,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00654,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
f3a72837-c2d1-4603-9be5-aa4774be6048,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00645,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
bc1bef04-30ce-46c3-b252-a9c269a1d4ba,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00999,,,,,NEON.DOC.000987vE,,2PLANT,Unknown plant,,,kingdom,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
3392d0a1-7b6a-498f-bce2-9f7baa7c6b39,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,41,9.6,31.4,,NEON.PLA.D11.CLBJ.00615,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
e63e7d8b-5a93-46ab-90ea-7f72eb0d3bfb,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,31,8.8,88.2,,NEON.PLA.D11.CLBJ.00650,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
7cbb6383-2daa-40b0-ae2d-801d16205d50,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00416,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
e9036099-098f-4faf-9f13-e85efe250487,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00647,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
bd869342-a856-4814-bc16-9e86d2a5b717,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,49,5.1,130.7,,NEON.PLA.D11.CLBJ.00604,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
b49f2d26-9a03-45db-ae81-6fe8829d9a56,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00413,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
552695d2-fed9-4aba-a861-dd8bdb8f73a5,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00873,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
38830e95-9755-4076-8670-4c469281e8ba,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00450,,,,,NEON.DOC.000987vE,,QUERC,Quercus sp.,Quercus,Fagaceae,genus,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
49500962-72e8-4277-8b7a-af9264c89436,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00620,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
6abe59c5-bdfb-4a33-b024-657dd9163cdc,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00638,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
60579569-76e7-4218-8641-1646c9a10d18,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00643,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
5ba62ae1-322e-4351-bb46-65f3a21ad387,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00646,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
6427dd76-4cc1-463b-b755-eb7e9c4c15d9,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,49,5.7,167.7,,NEON.PLA.D11.CLBJ.00603,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
96a9f8fe-4330-4143-a4dc-5051b8177ee8,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00605,,,,,NEON.DOC.000987vE,,QUERC,Quercus sp.,Quercus,Fagaceae,genus,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
3443e3ca-f730-4368-9b72-44d07c787a7b,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,31,5.7,37.6,,NEON.PLA.D11.CLBJ.00653,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
73351345-cee4-41c3-b415-aee19f0e8a9f,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00445,,,,,NEON.DOC.000987vE,,QUMA3,Quercus marilandica Münchh.,Quercus,Fagaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
75fc95d0-c90c-47f0-aa6d-86f314ee4682,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,41,5.9,46.5,,NEON.PLA.D11.CLBJ.00611,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
1e0d47b7-d625-43d0-8538-b1b91f8ca38e,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00433,,,,,NEON.DOC.000987vE,,QUERC,Quercus sp.,Quercus,Fagaceae,genus,,,,,,ghenson@field-ops.org,mspychala@neoninc.org,
b212387d-f97a-4f71-9ff1-c2880959abba,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00334,,,,,NEON.DOC.000987vE,,QUMA3,Quercus marilandica Münchh.,Quercus,Fagaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
f117ddd9-b5f4-4792-bff5-67a2e01d836f,CLBJ_020.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_020,41,7,276.6,,NEON.PLA.D11.CLBJ.00446,,,,,NEON.DOC.000987vE,,PRUNU,Prunus sp.,Prunus,Rosaceae,genus,,,,,,mkelley@field-ops.org,mspychala@neoninc.org,
5f5bd6d3-0e24-481c-9428-fabc7347ab85,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,41,7.2,36,,NEON.PLA.D11.CLBJ.00614,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
173dfeeb-42cc-4f42-95ad-6d60b6d97433,CLBJ_020.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_020,31,9.8,20.3,,NEON.PLA.D11.CLBJ.00507,,,,,NEON.DOC.000987vE,,PRUNU,Prunus sp.,Prunus,Rosaceae,genus,,,,,,mkelley@field-ops.org,mspychala@neoninc.org,
3ab65926-0e89-4a2a-8047-2012006ea5ef,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00618,,,,,NEON.DOC.000987vE,,2PLANT,Unknown plant,,,kingdom,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
ec030132-4d7f-4b95-82d6-a5b1d52d7e22,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00436,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,ghenson@field-ops.org,mspychala@neoninc.org,
c2a3c2ad-70f2-4a7e-9158-d666c1b83142,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00995,NEON.PLA.D11.CLBJ.00994,,,,NEON.DOC.000987vE,,TORA2,Toxicodendron radicans (L.) Kuntze,Toxicodendron,Anacardiaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
6d3b6667-d5c7-45e3-a496-cabd6c676392,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00629,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
af19b791-73b2-4ac5-8556-afd9b40bb76f,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00505,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
b60e0a9f-ecd2-48e7-ae0b-86f4d78c0c7d,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00361,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
851b8274-58a4-40fb-8e9a-f9f5442f9fbe,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,41,9.7,47.5,,NEON.PLA.D11.CLBJ.00616,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
8154debf-2043-4c8d-aabe-515506a1a0ef,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,49,12.8,135.2,,NEON.PLA.D11.CLBJ.00606,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,Crown damage,cwhiting@field-ops.org,ttillson@field-ops.org,
9e67ba92-0f63-43f0-b046-8528491743fc,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00372,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
5e76a325-09fa-475f-b9a6-7eb30be6e706,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00628,,,,,NEON.DOC.000987vE,,2PLANT,Unknown plant,,,kingdom,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
008c34b5-37a4-459b-ba6f-60dadaacb022,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00608,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
9c8766da-4a87-499a-95f4-10c295c40a09,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,49,12,128.6,,NEON.PLA.D11.CLBJ.00607,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
b171e198-94aa-44d5-99d7-a8bc8cc3d1b0,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00649,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
77c2aca5-cc1b-41a5-8d1e-6145aa60afef,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00407,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
afa64b83-3118-433d-ad20-f9a0b44a443d,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00510,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
81bbc8e1-306c-4989-8bc7-7a3da0e7e79c,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,33,11.3,296.9,,NEON.PLA.D11.CLBJ.00423,,,,,NEON.DOC.000987vE,,QUMA3,Quercus marilandica Münchh.,Quercus,Fagaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
46562238-1b41-41be-93e1-cd1f8eab3041,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00370,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
0ccb6072-01db-49dc-b841-b4a4b4fd3e7d,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00353,,,,,NEON.DOC.000987vE,,QUMA3,Quercus marilandica Münchh.,Quercus,Fagaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
69278d8e-9f37-40de-8470-abcc95ed521f,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,41,7.2,0.1,,NEON.PLA.D11.CLBJ.00613,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
98b2f84e-09b8-4b0b-8e9b-7879d430abb6,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,31,8.3,38.3,,NEON.PLA.D11.CLBJ.00651,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,Photos of fungus on Cam 1 # 369-372,cwhiting@field-ops.org,ttillson@field-ops.org,
f6c0144e-1aa2-4cf0-ba3d-ac30dac46741,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00644,,,,,NEON.DOC.000987vE,,2PLANT,Unknown plant,,,kingdom,,,,,Tag at base,cwhiting@field-ops.org,ttillson@field-ops.org,
60c72a72-ec28-409b-8a7b-73c4dcf31ca5,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00430,,,,,NEON.DOC.000987vE,,QUERC,Quercus sp.,Quercus,Fagaceae,genus,,,,,,ghenson@field-ops.org,mspychala@neoninc.org,
becfb0f2-49c3-4171-af95-23d532630064,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00339,,,,,NEON.DOC.000987vE,,PRUNU,Prunus sp.,Prunus,Rosaceae,genus,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
2cd1d929-a5d7-43d3-af9f-38a490676fe8,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00640,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
6825417f-3209-429d-9917-763c4ecbf9a8,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,31,3.7,16.6,,NEON.PLA.D11.CLBJ.00658,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
7c6293bd-dba5-4682-bb90-dfff2df8fd21,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00641,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
aaa2ab97-0214-4b98-aa8b-14a9a290a728,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,31,4.5,15,,NEON.PLA.D11.CLBJ.00656,,,,,NEON.DOC.000987vE,,QUERC,Quercus sp.,Quercus,Fagaceae,genus,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
c5e3c576-fa8f-4767-b271-a91c09e8e765,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,41,2.5,232,,NEON.PLA.D11.CLBJ.00992,,,,,NEON.DOC.000987vE,,QUST,Quercus stellata Wangenh.,Quercus,Fagaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
e6f9d0dc-1a0e-4e23-82d8-e73e8f5d1f94,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00621,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
32ba98af-d466-41a8-98e5-20a375c966cc,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00420,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
284d9b63-b929-45ed-beb0-bc8098ae0bdc,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00369,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
c87bf4d7-d1a0-4042-9481-4dc2a07f8889,CLBJ_020.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_020,31,4.9,9.8,,NEON.PLA.D11.CLBJ.00348,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,,,mkelley@field-ops.org,mspychala@neoninc.org,
b386f682-7b74-475c-b7fb-d5662f108a2d,CLBJ_030.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_030,,,,,NEON.PLA.D11.CLBJ.00509,,,,,NEON.DOC.000987vE,,RUOK,Rubus oklahomus L.H. Bailey,Rubus,Rosaceae,species,,,,,,mbray@field-ops.org,jthomas@field-ops.org,
6baae57f-cc7a-4461-95da-cf4c95791b4a,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00627,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
c5f2f1f8-d8f8-44ba-9e58-a3d900217619,CLBJ_021.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_021,,,,,NEON.PLA.D11.CLBJ.00622,,,,,NEON.DOC.000987vE,,CELA,Celtis laevigata Willd.,Celtis,Ulmaceae,species,,,,,,cwhiting@field-ops.org,ttillson@field-ops.org,
015ab4b5-c522-4859-b41e-5a16c81bc795,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00362,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
b7293659-e0e2-4158-b748-ff1e258e3c5d,CLBJ_010.basePlot.vst,3/29/2016,vst_CLBJ_2016,D11,CLBJ,CLBJ_010,,,,,NEON.PLA.D11.CLBJ.00355,,,,,NEON.DOC.000987vE,,PRAN3,Prunus angustifolia Marshall,Prunus,Rosaceae,species,,,,cf. species,,ghenson@field-ops.org,mspychala@neoninc.org,
